sex,age_cat,race,priors_count,c_charge_degree,two_year_recid,length_of_stay
Male,25 - 45,African-American,-0.7336074554543861,M,1,-0.3598635205517965
Female,< 25,African-American,-0.7336074554543861,F,0,-0.34065447528536436
Male,> 45,African-American,0.45069606501851067,M,1,-0.34065447528536436
Male,25 - 45,African-American,-0.7336074554543861,F,0,-0.3214454300189323
Female,< 25,African-American,0.45069606501851067,M,0,-0.03330975102245044
Male,25 - 45,African-American,-0.53622353537557,M,0,-0.18698211315390742
Male,25 - 45,Caucasian,0.8454639051761429,F,1,-0.3598635205517965
Male,< 25,African-American,-0.53622353537557,M,1,-0.3598635205517965
Male,25 - 45,African-American,0.0559282248608784,M,1,-0.34065447528536436
Female,25 - 45,African-American,-0.14145569521793772,F,0,0.13957165637543864
Male,< 25,African-American,-0.3388396152967538,F,1,-0.24460924895320377
Male,25 - 45,Caucasian,0.8454639051761429,F,0,-0.3214454300189323
Male,> 45,Caucasian,-0.53622353537557,F,0,-0.34065447528536436
Male,25 - 45,African-American,0.45069606501851067,F,1,0.3892892448390562
Male,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Male,< 25,African-American,-0.7336074554543861,F,1,-0.3598635205517965
Female,25 - 45,Caucasian,0.0559282248608784,F,1,2.8672560842087997
Female,< 25,African-American,-0.7336074554543861,M,0,-0.3598635205517965
Male,25 - 45,African-American,-0.7336074554543861,M,0,-0.3598635205517965
Male,25 - 45,African-American,0.45069606501851067,F,1,-0.3214454300189323
Male,> 45,African-American,2.621919185885488,M,0,-0.3598635205517965
Male,25 - 45,African-American,-0.14145569521793772,F,1,5.422059104644272
Male,< 25,Caucasian,-0.3388396152967538,F,0,-0.3598635205517965
Male,< 25,African-American,-0.3388396152967538,M,0,-0.2638182942196359
Male,25 - 45,African-American,0.2533121449396945,F,0,-0.3598635205517965
Male,25 - 45,African-American,-0.53622353537557,F,0,-0.283027339486068
Male,25 - 45,African-American,-0.3388396152967538,F,0,0.350871154306192
Male,25 - 45,Caucasian,0.45069606501851067,F,0,-0.3790725658182286
Male,25 - 45,African-American,-0.3388396152967538,F,0,0.7542611049012664
Male,25 - 45,African-American,-0.7336074554543861,F,0,-0.3598635205517965
Male,25 - 45,African-American,2.621919185885488,M,1,-0.3214454300189323
Male,25 - 45,African-American,1.4376156654125913,M,1,-0.3214454300189323
Male,25 - 45,African-American,-0.53622353537557,F,0,-0.34065447528536436
Male,25 - 45,African-American,0.45069606501851067,F,1,-0.3598635205517965
Male,< 25,African-American,-0.53622353537557,F,1,-0.34065447528536436
Male,> 45,Caucasian,-0.53622353537557,F,0,-0.3598635205517965
Male,25 - 45,African-American,0.2533121449396945,F,1,3.539572668533924
Female,> 45,African-American,-0.7336074554543861,F,0,-0.34065447528536436
Female,25 - 45,African-American,-0.14145569521793772,M,0,-0.34065447528536436
Male,< 25,Caucasian,-0.14145569521793772,M,0,-0.34065447528536436
Female,> 45,African-American,0.2533121449396945,F,0,-0.34065447528536436
Male,25 - 45,African-American,2.424535265806672,F,1,-0.3598635205517965
Male,> 45,African-American,0.8454639051761429,F,0,1.0231877386313162
Female,25 - 45,African-American,0.2533121449396945,M,1,0.5429616069705132
Male,> 45,Caucasian,-0.7336074554543861,F,0,-0.3598635205517965
Male,25 - 45,African-American,-0.53622353537557,F,0,-0.24460924895320377
Male,25 - 45,African-American,-0.14145569521793772,M,1,-0.3790725658182286
Male,25 - 45,African-American,1.8323835055702236,M,1,-0.3598635205517965
Male,> 45,African-American,-0.3388396152967538,M,0,-0.3598635205517965
Male,25 - 45,Caucasian,-0.53622353537557,F,0,-0.0909368868217468
Male,> 45,Caucasian,0.2533121449396945,M,0,-0.12935497735461104
Male,> 45,Caucasian,-0.3388396152967538,F,0,-0.34065447528536436
Male,25 - 45,African-American,-0.53622353537557,M,1,-0.34065447528536436
Male,25 - 45,African-American,-0.7336074554543861,M,1,-0.34065447528536436
Female,> 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Female,< 25,African-American,-0.7336074554543861,M,0,-0.34065447528536436
Male,> 45,African-American,2.621919185885488,F,1,0.12036261110900652
Male,25 - 45,African-American,-0.53622353537557,F,1,-0.34065447528536436
Male,25 - 45,African-American,-0.7336074554543861,F,0,-0.3214454300189323
Female,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.34065447528536436
Male,25 - 45,Caucasian,-0.3388396152967538,M,1,-0.2638182942196359
Male,25 - 45,African-American,-0.3388396152967538,M,0,-0.34065447528536436
Male,25 - 45,African-American,0.0559282248608784,M,1,-0.3214454300189323
Female,25 - 45,African-American,-0.7336074554543861,F,0,-0.3214454300189323
Female,25 - 45,African-American,0.0559282248608784,F,1,-0.3598635205517965
Female,> 45,Caucasian,5.187910146910098,M,1,-0.30223638475250014
Male,> 45,African-American,0.0559282248608784,F,0,-0.3598635205517965
Male,25 - 45,African-American,-0.3388396152967538,F,0,-0.34065447528536436
Female,25 - 45,Caucasian,-0.7336074554543861,F,0,-0.34065447528536436
Male,> 45,Caucasian,-0.7336074554543861,F,0,-0.3598635205517965
Male,> 45,African-American,-0.3388396152967538,F,0,-0.3598635205517965
Male,> 45,African-American,3.0166870260431202,F,0,1.8875947756207616
Male,< 25,African-American,0.2533121449396945,F,1,0.005108339510413799
Male,< 25,African-American,-0.7336074554543861,F,1,-0.34065447528536436
Male,25 - 45,African-American,-0.7336074554543861,F,1,-0.34065447528536436
Female,< 25,African-American,-0.53622353537557,F,0,-0.0909368868217468
Male,25 - 45,African-American,-0.3388396152967538,F,0,0.02431738477684592
Female,> 45,Caucasian,0.0559282248608784,F,0,-0.30223638475250014
Male,> 45,Caucasian,-0.53622353537557,F,1,-0.3598635205517965
Male,25 - 45,African-American,0.8454639051761429,F,1,-0.34065447528536436
Male,25 - 45,Caucasian,-0.14145569521793772,F,0,-0.3598635205517965
Male,25 - 45,African-American,-0.53622353537557,F,0,-0.34065447528536436
Male,> 45,African-American,1.2402317453337752,F,1,-0.34065447528536436
Male,> 45,Caucasian,-0.3388396152967538,M,0,-0.3598635205517965
Male,25 - 45,Caucasian,-0.53622353537557,M,0,-0.3598635205517965
Male,25 - 45,Caucasian,-0.7336074554543861,F,0,-0.3598635205517965
Female,< 25,African-American,-0.53622353537557,F,1,-0.34065447528536436
Male,> 45,Caucasian,-0.7336074554543861,F,0,-0.3598635205517965
Male,> 45,African-American,-0.53622353537557,F,1,0.005108339510413799
Male,> 45,Caucasian,-0.3388396152967538,F,0,-0.12935497735461104
Male,25 - 45,Caucasian,0.45069606501851067,M,0,0.15878070164187078
Male,< 25,African-American,-0.53622353537557,M,1,-0.3790725658182286
Male,25 - 45,African-American,-0.7336074554543861,F,0,-0.3790725658182286
Male,25 - 45,African-American,1.0428478252549591,F,1,14.988163647327468
Male,25 - 45,Caucasian,-0.3388396152967538,M,0,-0.12935497735461104
Female,> 45,Caucasian,-0.3388396152967538,F,1,0.42770733537192046
Male,< 25,Caucasian,-0.7336074554543861,M,1,-0.3598635205517965
Male,25 - 45,African-American,2.819303105964304,M,0,-0.34065447528536436
Female,25 - 45,Caucasian,0.2533121449396945,F,1,-0.22540020368677166
Male,< 25,African-American,-0.53622353537557,F,1,-0.3598635205517965
Female,< 25,African-American,-0.7336074554543861,F,0,-0.3790725658182286
Male,25 - 45,Caucasian,0.6480799850973268,M,1,0.5045435164376489
Male,< 25,African-American,-0.53622353537557,F,0,0.7542611049012664
Female,> 45,Caucasian,-0.53622353537557,M,0,0.13957165637543864
Male,> 45,African-American,-0.14145569521793772,F,0,-0.3598635205517965
Male,> 45,Caucasian,0.8454639051761429,F,0,-0.14856402262104318
Male,> 45,African-American,0.6480799850973268,F,0,-0.3598635205517965
Male,25 - 45,Caucasian,-0.14145569521793772,F,0,-0.34065447528536436
Female,25 - 45,African-American,0.0559282248608784,M,1,-0.3598635205517965
Female,< 25,Caucasian,-0.3388396152967538,F,0,-0.3214454300189323
Female,< 25,African-American,-0.14145569521793772,F,1,-0.3598635205517965
Male,> 45,Caucasian,-0.14145569521793772,M,1,-0.3214454300189323
Male,25 - 45,Caucasian,0.0559282248608784,M,0,-0.34065447528536436
Male,> 45,Caucasian,-0.53622353537557,M,0,-0.34065447528536436
Female,< 25,Caucasian,-0.7336074554543861,M,0,-0.3790725658182286
Female,25 - 45,Caucasian,-0.53622353537557,F,0,-0.3214454300189323
Male,25 - 45,African-American,-0.7336074554543861,M,1,-0.283027339486068
Male,< 25,African-American,-0.14145569521793772,F,1,-0.3790725658182286
Male,25 - 45,African-American,2.424535265806672,F,1,-0.3598635205517965
Female,> 45,Caucasian,-0.7336074554543861,M,1,-0.3598635205517965
Male,25 - 45,African-American,1.2402317453337752,F,0,1.657086232423576
Male,25 - 45,African-American,0.0559282248608784,M,1,-0.34065447528536436
Male,< 25,African-American,-0.7336074554543861,F,0,-0.3790725658182286
Male,25 - 45,African-American,1.6349995854914074,M,1,-0.3214454300189323
Male,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Female,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Male,25 - 45,Caucasian,-0.53622353537557,F,0,4.039007845461159
Male,25 - 45,African-American,1.0428478252549591,F,1,-0.3598635205517965
Male,25 - 45,Caucasian,1.4376156654125913,F,0,0.7158430143684021
Male,25 - 45,African-American,0.2533121449396945,F,1,-0.34065447528536436
Male,25 - 45,African-American,1.4376156654125913,F,1,-0.24460924895320377
Male,> 45,African-American,-0.53622353537557,F,1,-0.3598635205517965
Male,> 45,Caucasian,-0.53622353537557,F,1,0.6197977880362416
Female,> 45,African-American,-0.53622353537557,F,0,-0.3598635205517965
Male,25 - 45,Caucasian,0.6480799850973268,M,1,2.3870299525479965
Male,25 - 45,African-American,-0.53622353537557,M,1,-0.3790725658182286
Male,> 45,African-American,0.2533121449396945,F,0,-0.3598635205517965
Female,> 45,Caucasian,0.45069606501851067,M,0,0.2740349732404635
Male,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Female,< 25,African-American,-0.7336074554543861,F,0,-0.34065447528536436
Female,25 - 45,African-American,2.0297674256490397,F,0,-0.30223638475250014
Male,< 25,African-American,0.2533121449396945,F,1,1.8683857303543294
Male,25 - 45,Caucasian,-0.53622353537557,M,1,-0.3598635205517965
Male,25 - 45,Caucasian,-0.14145569521793772,M,0,0.25482592797403136
Female,> 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Male,< 25,Caucasian,-0.7336074554543861,F,1,-0.34065447528536436
Female,> 45,Caucasian,-0.7336074554543861,F,0,-0.11014593208817892
Male,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.34065447528536436
Female,< 25,African-American,-0.7336074554543861,F,0,-0.3598635205517965
Female,> 45,Caucasian,-0.53622353537557,F,1,-0.283027339486068
Male,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.3790725658182286
Male,25 - 45,Caucasian,2.621919185885488,M,1,0.5429616069705132
Male,25 - 45,Caucasian,0.0559282248608784,F,1,-0.34065447528536436
Female,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Male,< 25,African-American,-0.53622353537557,M,0,-0.30223638475250014
Male,> 45,African-American,-0.7336074554543861,F,0,-0.34065447528536436
Male,< 25,African-American,-0.3388396152967538,F,1,-0.34065447528536436
Male,< 25,Caucasian,-0.53622353537557,M,0,-0.3598635205517965
Male,< 25,African-American,-0.7336074554543861,F,1,-0.34065447528536436
Female,< 25,African-American,-0.14145569521793772,F,0,0.7734701501676986
Female,25 - 45,African-American,-0.3388396152967538,F,0,-0.0909368868217468
Male,25 - 45,Caucasian,-0.14145569521793772,M,0,-0.3598635205517965
Male,25 - 45,African-American,1.0428478252549591,M,0,-0.3598635205517965
Male,< 25,African-American,-0.7336074554543861,F,0,-0.283027339486068
Male,25 - 45,African-American,1.0428478252549591,F,1,-0.34065447528536436
Male,> 45,African-American,-0.14145569521793772,F,0,-0.34065447528536436
Male,< 25,African-American,-0.7336074554543861,F,1,-0.34065447528536436
Female,25 - 45,African-American,-0.14145569521793772,F,1,-0.30223638475250014
Male,25 - 45,African-American,0.0559282248608784,F,1,3.2898550800703066
Male,> 45,African-American,0.0559282248608784,M,0,-0.3214454300189323
Female,< 25,African-American,-0.7336074554543861,M,0,-0.3598635205517965
Male,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Male,25 - 45,African-American,0.0559282248608784,F,1,0.25482592797403136
Female,25 - 45,Caucasian,-0.3388396152967538,F,1,0.4661254259047847
Female,25 - 45,Caucasian,1.4376156654125913,F,1,0.29324401850689563
Female,25 - 45,African-American,0.45069606501851067,F,1,-0.30223638475250014
Male,> 45,African-American,-0.14145569521793772,F,0,-0.3598635205517965
Female,25 - 45,Caucasian,-0.14145569521793772,M,0,-0.3598635205517965
Male,25 - 45,Caucasian,-0.3388396152967538,F,1,-0.3598635205517965
Male,25 - 45,African-American,0.2533121449396945,F,0,0.7350520596348343
Female,25 - 45,Caucasian,-0.7336074554543861,F,0,-0.34065447528536436
Male,< 25,African-American,-0.7336074554543861,M,1,-0.283027339486068
Female,25 - 45,African-American,-0.3388396152967538,F,0,-0.3214454300189323
Male,25 - 45,Caucasian,-0.7336074554543861,F,0,1.1192329649634767
Female,> 45,Caucasian,1.6349995854914074,F,0,2.905674174741664
Female,25 - 45,Caucasian,-0.53622353537557,M,0,-0.34065447528536436
Male,> 45,Caucasian,0.8454639051761429,F,1,-0.30223638475250014
Female,25 - 45,African-American,-0.53622353537557,F,0,-0.3598635205517965
Male,< 25,African-American,-0.53622353537557,F,0,1.2344872365620694
Male,25 - 45,African-American,-0.7336074554543861,M,0,-0.3790725658182286
Male,25 - 45,Caucasian,-0.7336074554543861,F,1,-0.20619115842033953
Male,25 - 45,African-American,0.2533121449396945,F,1,0.6197977880362416
Male,25 - 45,African-American,0.0559282248608784,F,1,7.5926812197511016
Male,25 - 45,African-American,0.6480799850973268,F,1,-0.34065447528536436
Male,25 - 45,Caucasian,-0.7336074554543861,F,0,2.6751656315444787
Male,25 - 45,African-American,-0.14145569521793772,F,0,-0.34065447528536436
Male,< 25,Caucasian,-0.53622353537557,F,0,-0.3598635205517965
Female,25 - 45,African-American,-0.7336074554543861,M,0,-0.34065447528536436
Male,< 25,Caucasian,-0.53622353537557,F,1,-0.34065447528536436
Male,25 - 45,African-American,-0.53622353537557,F,1,0.23561688270759926
Male,25 - 45,African-American,-0.7336074554543861,M,1,-0.3598635205517965
Male,25 - 45,African-American,-0.14145569521793772,F,1,-0.3598635205517965
Male,25 - 45,African-American,-0.53622353537557,M,0,-0.20619115842033953
Male,25 - 45,Caucasian,-0.7336074554543861,F,0,0.1011535658425744
Male,< 25,African-American,-0.7336074554543861,M,0,-0.3598635205517965
Male,> 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Male,< 25,African-American,-0.7336074554543861,F,0,-0.3790725658182286
Female,25 - 45,African-American,-0.3388396152967538,F,1,-0.3598635205517965
Male,25 - 45,African-American,-0.7336074554543861,M,0,-0.3598635205517965
Female,25 - 45,Caucasian,-0.53622353537557,F,0,0.42770733537192046
Female,25 - 45,Caucasian,-0.53622353537557,M,0,-0.34065447528536436
Male,25 - 45,Caucasian,-0.3388396152967538,M,1,0.33166210903975984
Female,> 45,Caucasian,-0.14145569521793772,M,0,0.4853344711712168
Male,< 25,African-American,-0.3388396152967538,M,1,-0.3598635205517965
Male,< 25,African-American,-0.7336074554543861,F,0,-0.3598635205517965
Female,25 - 45,African-American,-0.7336074554543861,M,1,-0.3214454300189323
Male,< 25,African-American,0.8454639051761429,F,1,0.5429616069705132
Male,> 45,African-American,1.6349995854914074,F,0,-0.34065447528536436
Male,25 - 45,African-American,0.45069606501851067,M,0,-0.3598635205517965
Male,25 - 45,African-American,-0.3388396152967538,M,1,0.08194452057614228
Male,< 25,Caucasian,0.0559282248608784,M,0,-0.3598635205517965
Male,25 - 45,African-American,-0.7336074554543861,M,1,-0.3214454300189323
Male,25 - 45,African-American,0.0559282248608784,F,1,6.459347549031606
Male,< 25,Caucasian,-0.53622353537557,F,1,0.33166210903975984
Male,25 - 45,Caucasian,1.2402317453337752,F,1,1.7147133682228726
Female,25 - 45,Caucasian,-0.7336074554543861,F,1,-0.3598635205517965
Male,25 - 45,African-American,-0.53622353537557,F,0,-0.3790725658182286
Male,25 - 45,Caucasian,-0.14145569521793772,M,0,-0.3598635205517965
Male,< 25,African-American,-0.53622353537557,F,1,-0.3598635205517965
Male,< 25,Caucasian,-0.7336074554543861,M,1,-0.3598635205517965
Male,> 45,Caucasian,-0.7336074554543861,M,0,-0.34065447528536436
Male,> 45,Caucasian,-0.14145569521793772,F,1,-0.34065447528536436
Male,< 25,African-American,-0.7336074554543861,F,0,-0.3598635205517965
Male,< 25,African-American,-0.7336074554543861,F,0,0.3124530637733277
Male,25 - 45,African-American,0.0559282248608784,F,1,6.420929458498742
Female,> 45,Caucasian,-0.53622353537557,F,0,1.1000239196970447
Male,> 45,Caucasian,-0.3388396152967538,F,0,-0.283027339486068
Female,25 - 45,Caucasian,-0.7336074554543861,F,1,-0.3598635205517965
Female,25 - 45,African-American,3.608838786279569,F,1,-0.34065447528536436
Male,25 - 45,Caucasian,1.0428478252549591,M,1,-0.22540020368677166
Male,< 25,African-American,-0.7336074554543861,F,1,3.6548269401325166
Female,> 45,Caucasian,0.2533121449396945,M,0,-0.3598635205517965
Male,25 - 45,African-American,0.0559282248608784,F,1,-0.3598635205517965
Female,> 45,Caucasian,-0.53622353537557,M,0,-0.3598635205517965
Male,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.3214454300189323
Female,25 - 45,Caucasian,-0.53622353537557,M,0,-0.283027339486068
Male,< 25,Caucasian,-0.7336074554543861,F,1,-0.3790725658182286
Male,25 - 45,African-American,-0.7336074554543861,M,0,-0.3598635205517965
Male,25 - 45,Caucasian,-0.3388396152967538,M,0,-0.34065447528536436
Male,< 25,African-American,-0.7336074554543861,F,1,3.1361827179388495
Male,25 - 45,African-American,-0.7336074554543861,F,0,-0.3790725658182286
Male,> 45,Caucasian,0.0559282248608784,F,0,-0.3790725658182286
Male,< 25,African-American,-0.53622353537557,F,0,-0.34065447528536436
Male,< 25,African-American,-0.7336074554543861,M,0,-0.3598635205517965
Male,25 - 45,Caucasian,-0.53622353537557,M,1,-0.3598635205517965
Male,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Male,25 - 45,Caucasian,-0.3388396152967538,F,1,-0.34065447528536436
Female,25 - 45,African-American,0.2533121449396945,F,1,-0.24460924895320377
Female,25 - 45,African-American,-0.53622353537557,F,0,-0.3598635205517965
Male,25 - 45,African-American,-0.3388396152967538,F,0,-0.3214454300189323
Male,> 45,Caucasian,-0.7336074554543861,M,0,-0.3214454300189323
Male,25 - 45,African-American,-0.53622353537557,F,0,-0.3598635205517965
Male,< 25,Caucasian,0.45069606501851067,F,1,-0.3598635205517965
Male,25 - 45,African-American,-0.53622353537557,F,0,0.33166210903975984
Male,25 - 45,African-American,-0.7336074554543861,F,0,-0.3598635205517965
Female,< 25,African-American,-0.7336074554543861,F,1,-0.14856402262104318
Male,> 45,Caucasian,-0.3388396152967538,M,0,-0.283027339486068
Male,> 45,Caucasian,0.0559282248608784,M,0,-0.30223638475250014
Male,> 45,African-American,0.6480799850973268,F,1,-0.34065447528536436
Male,25 - 45,African-American,0.2533121449396945,F,1,0.13957165637543864
Male,25 - 45,Caucasian,-0.7336074554543861,F,1,-0.34065447528536436
Male,25 - 45,Caucasian,0.6480799850973268,M,1,-0.34065447528536436
Male,> 45,Caucasian,0.6480799850973268,F,1,-0.0909368868217468
Male,25 - 45,African-American,-0.7336074554543861,M,0,-0.3598635205517965
Male,> 45,Caucasian,1.6349995854914074,M,0,0.04352643004327804
Male,< 25,African-American,-0.7336074554543861,F,1,-0.3598635205517965
Male,25 - 45,African-American,0.0559282248608784,M,1,-0.34065447528536436
Male,25 - 45,African-American,-0.7336074554543861,M,0,-0.34065447528536436
Male,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Male,< 25,African-American,-0.3388396152967538,F,1,0.7158430143684021
Female,> 45,Caucasian,0.2533121449396945,F,0,0.25482592797403136
Male,25 - 45,African-American,0.0559282248608784,F,1,-0.34065447528536436
Male,25 - 45,African-American,-0.7336074554543861,F,1,-0.03330975102245044
Male,25 - 45,African-American,-0.3388396152967538,F,0,-0.2638182942196359
Male,25 - 45,Caucasian,-0.3388396152967538,F,0,-0.3598635205517965
Male,25 - 45,African-American,-0.7336074554543861,F,1,-0.34065447528536436
Male,25 - 45,African-American,2.621919185885488,F,1,3.6548269401325166
Male,25 - 45,African-American,-0.7336074554543861,M,0,-0.3598635205517965
Female,> 45,African-American,0.0559282248608784,F,0,-0.34065447528536436
Female,< 25,Caucasian,-0.53622353537557,M,0,-0.3598635205517965
Male,25 - 45,African-American,0.45069606501851067,M,1,-0.3598635205517965
Male,< 25,African-American,-0.3388396152967538,F,1,2.3294028167487
Male,25 - 45,Caucasian,-0.7336074554543861,F,1,0.3124530637733277
Male,25 - 45,Caucasian,-0.3388396152967538,F,0,-0.34065447528536436
Male,< 25,African-American,-0.7336074554543861,M,0,-0.3598635205517965
Male,25 - 45,Caucasian,-0.7336074554543861,F,0,-0.34065447528536436
Male,< 25,African-American,0.45069606501851067,F,0,-0.34065447528536436
Male,25 - 45,African-American,0.45069606501851067,F,0,2.1949394998836755
Male,25 - 45,African-American,2.227151345727856,F,1,-0.3214454300189323
Male,< 25,African-American,-0.7336074554543861,F,1,-0.34065447528536436
Male,25 - 45,African-American,-0.14145569521793772,F,1,-0.3598635205517965
Male,25 - 45,African-American,-0.53622353537557,F,1,-0.30223638475250014
Male,> 45,African-American,-0.53622353537557,F,0,-0.3598635205517965
Male,> 45,African-American,0.8454639051761429,F,1,-0.2638182942196359
Male,25 - 45,Caucasian,-0.3388396152967538,M,0,-0.34065447528536436
Male,25 - 45,Caucasian,0.45069606501851067,F,0,-0.3598635205517965
Male,< 25,African-American,-0.7336074554543861,F,0,-0.34065447528536436
Male,25 - 45,African-American,-0.3388396152967538,M,0,1.7339224134893045
Male,25 - 45,African-American,1.4376156654125913,M,1,-0.34065447528536436
Female,> 45,Caucasian,-0.53622353537557,M,0,0.17798974690830288
Female,< 25,Caucasian,-0.7336074554543861,M,0,0.08194452057614228
Male,25 - 45,African-American,0.6480799850973268,F,1,11.20398172984034
Male,25 - 45,African-American,-0.53622353537557,M,0,-0.34065447528536436
Male,25 - 45,Caucasian,0.0559282248608784,F,1,-0.3214454300189323
Male,25 - 45,African-American,-0.14145569521793772,M,0,-0.14856402262104318
Male,< 25,African-American,-0.3388396152967538,F,1,-0.0909368868217468
Male,< 25,African-American,-0.53622353537557,M,1,-0.283027339486068
Male,25 - 45,African-American,-0.7336074554543861,F,0,-0.3598635205517965
Female,< 25,African-American,-0.7336074554543861,M,0,-0.3214454300189323
Male,> 45,African-American,2.227151345727856,F,0,0.33166210903975984
Female,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Male,25 - 45,African-American,-0.53622353537557,M,0,-0.3790725658182286
Male,> 45,Caucasian,-0.7336074554543861,F,0,-0.3598635205517965
Male,> 45,Caucasian,2.621919185885488,F,1,0.08194452057614228
Female,> 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Female,25 - 45,African-American,-0.53622353537557,F,0,-0.3598635205517965
Male,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.34065447528536436
Male,25 - 45,Caucasian,1.2402317453337752,F,1,-0.34065447528536436
Male,25 - 45,African-American,-0.3388396152967538,F,1,-0.34065447528536436
Male,< 25,African-American,-0.7336074554543861,F,1,-0.2638182942196359
Male,25 - 45,Caucasian,-0.7336074554543861,F,0,-0.3598635205517965
Male,< 25,African-American,-0.14145569521793772,F,0,-0.3598635205517965
Male,25 - 45,African-American,-0.7336074554543861,M,0,-0.34065447528536436
Male,< 25,African-American,-0.3388396152967538,F,1,-0.3214454300189323
Male,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Male,25 - 45,African-American,-0.3388396152967538,F,0,-0.0909368868217468
Female,25 - 45,African-American,0.0559282248608784,F,0,-0.3598635205517965
Male,25 - 45,Caucasian,-0.53622353537557,M,1,0.04352643004327804
Male,25 - 45,Caucasian,0.6480799850973268,M,0,-0.34065447528536436
Male,< 25,Caucasian,0.2533121449396945,F,1,-0.0909368868217468
Male,25 - 45,African-American,2.424535265806672,M,1,-0.3598635205517965
Male,25 - 45,African-American,-0.14145569521793772,F,1,-0.3598635205517965
Male,< 25,African-American,-0.7336074554543861,F,0,-0.34065447528536436
Male,> 45,Caucasian,-0.3388396152967538,M,1,-0.3598635205517965
Male,25 - 45,African-American,-0.7336074554543861,F,0,-0.34065447528536436
Male,< 25,African-American,-0.53622353537557,M,0,-0.2638182942196359
Male,25 - 45,African-American,3.0166870260431202,F,1,-0.283027339486068
Female,> 45,Caucasian,-0.53622353537557,F,0,-0.2638182942196359
Male,25 - 45,Caucasian,-0.7336074554543861,F,1,-0.34065447528536436
Female,25 - 45,Caucasian,-0.7336074554543861,F,1,-0.3598635205517965
Male,< 25,African-American,-0.53622353537557,F,1,0.523752561704081
Male,25 - 45,African-American,-0.7336074554543861,F,0,-0.34065447528536436
Female,25 - 45,African-American,2.0297674256490397,F,1,-0.283027339486068
Male,25 - 45,African-American,-0.7336074554543861,F,1,-0.30223638475250014
Male,25 - 45,African-American,-0.14145569521793772,F,1,-0.3598635205517965
Male,25 - 45,Caucasian,-0.3388396152967538,M,1,-0.34065447528536436
Female,25 - 45,African-American,-0.3388396152967538,F,0,-0.34065447528536436
Male,< 25,African-American,-0.14145569521793772,F,1,0.13957165637543864
Male,> 45,Caucasian,2.227151345727856,F,0,0.02431738477684592
Male,> 45,Caucasian,-0.53622353537557,F,1,0.15878070164187078
Female,< 25,African-American,-0.53622353537557,M,1,-0.34065447528536436
Male,> 45,Caucasian,-0.3388396152967538,M,0,-0.34065447528536436
Male,25 - 45,Caucasian,-0.7336074554543861,M,0,-0.3598635205517965
Female,25 - 45,African-American,-0.7336074554543861,M,0,-0.2638182942196359
Male,25 - 45,Caucasian,-0.7336074554543861,F,0,-0.3598635205517965
Male,> 45,African-American,-0.7336074554543861,M,1,-0.34065447528536436
Female,25 - 45,African-American,0.8454639051761429,F,1,-0.34065447528536436
Male,25 - 45,Caucasian,-0.53622353537557,F,0,-0.283027339486068
Male,< 25,African-American,-0.53622353537557,F,0,-0.3598635205517965
Male,< 25,African-American,-0.53622353537557,F,0,0.4661254259047847
Male,25 - 45,Caucasian,-0.53622353537557,M,1,-0.3598635205517965
Male,25 - 45,African-American,-0.14145569521793772,F,1,-0.3598635205517965
Male,> 45,African-American,1.0428478252549591,M,0,-0.34065447528536436
Male,25 - 45,African-American,3.214070946121937,F,1,5.729403828907186
Female,25 - 45,African-American,-0.53622353537557,F,1,0.15878070164187078
Male,25 - 45,African-American,-0.7336074554543861,M,0,-0.3598635205517965
Male,< 25,Caucasian,0.2533121449396945,M,1,0.677424923835538
Male,25 - 45,Caucasian,-0.53622353537557,F,1,0.8695153764998592
Male,< 25,African-American,-0.7336074554543861,M,1,-0.3598635205517965
Female,25 - 45,Caucasian,0.45069606501851067,F,1,-0.34065447528536436
Female,25 - 45,African-American,-0.3388396152967538,M,0,0.29324401850689563
Male,25 - 45,African-American,0.8454639051761429,F,1,0.19719879217473502
Male,> 45,African-American,0.0559282248608784,M,0,0.3124530637733277
Male,25 - 45,African-American,0.6480799850973268,F,1,0.3700801995726241
Male,> 45,Caucasian,-0.53622353537557,F,0,0.1011535658425744
Female,> 45,Caucasian,-0.3388396152967538,F,0,-0.34065447528536436
